"","V1","V2","V3","V4","V5","V6","V7"
"1",0.00450363801792264,0.0750065222382545,0.420156240463257,0.322533488273621,0.0905019640922546,0.010870385915041,0.00211085355840623
"2",0.00560134230181575,0.0769175887107849,0.392400622367859,0.353421121835709,0.0893238559365273,0.0149187762290239,0.00270879128947854
"3",0.00353163643740118,0.00993134919553995,0.13201279938221,0.437793463468552,0.215042307972908,0.0498960092663765,0.00161272496916354
"4",0.00209674681536853,0.00247859326191247,0.106553167104721,0.47142705321312,0.258892774581909,0.0521173626184464,0.00101297488436103
"5",0.00258144806139171,0.00306046195328236,0.0287931878119707,0.31239640712738,0.566693902015686,0.141468405723572,0.00127983884885907
"6",0.00257612997666001,0.00421712547540665,0.0701887607574463,0.385555773973465,0.385284423828125,0.0760045573115349,0.00123313709627837
"7",0.00309759192168713,0.00343448366038501,0.0415495708584785,0.373753905296326,0.510595977306366,0.124180465936661,0.00152588216587901
"8",0.00269991881214082,0.00552890030667186,0.17111174762249,0.436483770608902,0.237003415822983,0.013928322121501,0.00214090710505843
"9",0.00377575936727226,0.0073975152336061,0.0557688623666763,0.360298961400986,0.465317457914352,0.0905701965093613,0.00204777135513723
"10",0.00495653878897429,0.0314176566898823,0.183272331953049,0.513455033302307,0.176069304347038,0.0286659114062786,0.00267304293811321
"11",0.0117831220850348,0.106651090085506,0.588692724704742,0.333944618701935,0.0179000925272703,0.0214617010205984,0.00487892841920257
"12",0.00209845649078488,0.00567616987973452,0.239521980285645,0.544390499591827,0.0709287524223328,0.012153247371316,0.00147926795762032
"13",0.0052172364667058,0.0209103934466839,0.207271158695221,0.457824915647507,0.225808888673782,0.0334175676107407,0.00281637348234653
"14",0.00500402692705393,0.00287150661461055,0.176296010613441,0.635353267192841,0.187544777989388,0.0583299398422241,0.00307213608175516
"15",0.00632059993222356,0.0132950702682137,0.116560034453869,0.588645458221436,0.394173890352249,0.0527891218662262,0.0040489099919796
"16",0.00265157129615545,0.00186257995665073,0.154655396938324,0.516030371189117,0.215372636914253,0.0524129718542099,0.00132954039145261
"17",0.0035135627258569,0.00160947756376117,0.201511681079865,0.637713253498077,0.0771581456065178,0.0520709790289402,0.00200399872846901
"18",0.00404642429202795,0.0122283380478621,0.578317284584045,0.295190066099167,0.086630254983902,0.0102099701762199,0.00230357283726335
"19",0.00390809075906873,0.022926352918148,0.220510974526405,0.448235273361206,0.19436351954937,0.0141922989860177,0.0024826368317008
"20",0.00834281742572784,0.0976054891943932,0.599511027336121,0.216807827353477,0.0662021636962891,0.00890881475061178,0.00570521224290133
"21",0.00722658261656761,0.0224029775708914,0.0752689614892006,0.249107465147972,0.557739973068237,0.123456545174122,0.00378293567337096
"22",0.00782158505171537,0.0284873880445957,0.0458740890026093,0.186351433396339,0.647112905979156,0.163913577795029,0.00427047628909349
"23",0.0035135627258569,0.00160947756376117,0.201511681079865,0.637713253498077,0.0771581456065178,0.0520709790289402,0.00200399872846901
"24",0.0095543535426259,0.0852175429463387,0.332366198301315,0.443355351686478,0.138079538941383,0.0179542507976294,0.00616250513121486
"25",0.00321363587863743,0.00420939130708575,0.0576628334820271,0.306050419807434,0.504926562309265,0.110436879098415,0.00161301670596004
"26",0.00486708013340831,0.0227026548236609,0.121546924114227,0.420784533023834,0.262586981058121,0.0591390505433083,0.0025686314329505
"27",0.00478466786444187,0.0474343188107014,0.496810466051102,0.414848655462265,0.0457720682024956,0.0086970254778862,0.00248817540705204
"28",0.00403809687122703,0.0185016747564077,0.185379877686501,0.421123325824738,0.172106146812439,0.0363812483847141,0.0017990960041061
"29",0.00436506699770689,0.00947348028421402,0.179376646876335,0.553709805011749,0.190136134624481,0.0357690006494522,0.00220273388549685
"30",0.0028040639590472,0.00922197941690683,0.268608421087265,0.491793125867844,0.197194337844849,0.0117394048720598,0.00169165898114443
"31",0.00418645422905684,0.0140185607597232,0.093556173145771,0.522094786167145,0.173352673649788,0.048366591334343,0.00209183967672288
"32",0.0028040639590472,0.00922197941690683,0.268608421087265,0.491793125867844,0.197194337844849,0.0117394048720598,0.00169165898114443
"33",0.00745653826743364,0.0321756824851036,0.0602163821458817,0.276429504156113,0.472267478704453,0.101133696734905,0.00421465327963233
"34",0.00310453958809376,0.00565797928720713,0.0800535008311272,0.349738776683807,0.408586710691452,0.0789986252784729,0.00147463858593255
"35",0.00335431564599276,0.0101607721298933,0.439085453748703,0.432417124509811,0.0919124409556389,0.0136447586119175,0.00180277170147747
"36",0.00901903491467237,0.0140457209199667,0.654235482215881,0.35227182507515,0.0423442795872688,0.0134971337392926,0.00619107438251376
"37",0.00418645422905684,0.0140185607597232,0.093556173145771,0.522094786167145,0.173352673649788,0.048366591334343,0.00209183967672288
"38",0.00366699788719416,0.00852050259709358,0.0719091966748238,0.520636558532715,0.203628405928612,0.0648293048143387,0.00176318176090717
"39",0.00532070314511657,0.0466509759426117,0.284058392047882,0.317884176969528,0.19073523581028,0.0172738805413246,0.00319751887582242
"40",0.00354941957630217,0.00456041703000665,0.0329976007342339,0.321006596088409,0.557128667831421,0.154283717274666,0.00174845568835735
"41",0.00245615374296904,0.0190100055187941,0.407196223735809,0.383887618780136,0.0625562593340874,0.0104027753695846,0.00125996966380626
"42",0.00297719310037792,0.00562614761292934,0.222653955221176,0.526954531669617,0.227145031094551,0.0155919957906008,0.00195028283633292
"43",0.00532070314511657,0.0466509759426117,0.284058392047882,0.317884176969528,0.19073523581028,0.0172738805413246,0.00319751887582242
"44",0.00243587978184223,0.0112733207643032,0.351410359144211,0.527554750442505,0.0724426209926605,0.00873568747192621,0.00154111802112311
"45",0.00520760379731655,0.0112594049423933,0.0926944017410278,0.350832492113113,0.454752802848816,0.0935329645872116,0.00274192471988499
"46",0.0045842775143683,0.0122681949287653,0.107889078557491,0.629565119743347,0.380669742822647,0.0377489142119884,0.0029259470757097
"47",0.00538317346945405,0.0132274450734258,0.0609873980283737,0.393663078546524,0.564229786396027,0.0897749066352844,0.0031404928304255
"48",0.00256329937838018,0.00808584410697222,0.239666551351547,0.556731939315796,0.166694104671478,0.0105092534795403,0.00175559939816594
"49",0.0059394109994173,0.0200585499405861,0.569688975811005,0.328911811113358,0.0845212340354919,0.00856501702219248,0.00468831090256572
"50",0.00583016313612461,0.0621556900441647,0.658493041992188,0.238222554326057,0.0422109439969063,0.00590184610337019,0.00428042095154524
"51",0.0101593378931284,0.138879001140594,0.641688823699951,0.260091602802277,0.0138898659497499,0.0163283217698336,0.00412480067461729
"52",0.00593417370691895,0.0251042209565639,0.643349051475525,0.34821093082428,0.0221758466213942,0.00859624799340963,0.00458161486312747
"53",0.00593417370691895,0.0251042209565639,0.643349051475525,0.34821093082428,0.0221758466213942,0.00859624799340963,0.00458161486312747
"54",0.00593417370691895,0.0251042209565639,0.643349051475525,0.34821093082428,0.0221758466213942,0.00859624799340963,0.00458161486312747
"55",0.00643057283014059,0.0708398967981339,0.769548833370209,0.285558581352234,0.0156780648976564,0.00477743893861771,0.00478131510317326
"56",0.00611621513962746,0.00846047885715961,0.0769569724798203,0.592818081378937,0.36066547036171,0.0576072670519352,0.00450911605730653
"57",0.00593417370691895,0.0251042209565639,0.643349051475525,0.34821093082428,0.0221758466213942,0.00859624799340963,0.00458161486312747
"58",0.00337561126798391,0.00691929273307323,0.120255827903748,0.50876259803772,0.286904513835907,0.0474340803921223,0.00174717861227691
"59",0.0027686501853168,0.00340783433057368,0.089270107448101,0.508700132369995,0.284073203802109,0.0677362978458405,0.00130679726134986
"60",0.00643057283014059,0.0708398967981339,0.769548833370209,0.285558581352234,0.0156780648976564,0.00477743893861771,0.00478131510317326
"61",0.0133982943370938,0.216031581163406,0.137460798025131,0.174311801791191,0.257170736789703,0.0710341185331345,0.00896025914698839
"62",0.00234787003137171,0.00353412260301411,0.0614243559539318,0.361681312322617,0.429592341184616,0.079629123210907,0.00115368538536131
"63",0.0035425117239356,0.0082083772867918,0.236092731356621,0.592118620872498,0.104685045778751,0.0275028944015503,0.0020444190595299
"64",0.00313245411962271,0.00290031172335148,0.25949901342392,0.590584993362427,0.0972775742411613,0.0444689206779003,0.00142548931762576
"65",0.00302150100469589,0.0161280743777752,0.187551647424698,0.617554008960724,0.147219032049179,0.0219464488327503,0.00159550341777503
"66",0.00233415421098471,0.00798157416284084,0.276993632316589,0.533760130405426,0.0973467230796814,0.00936214160174131,0.0016751327784732
"67",0.00408186763525009,0.0205193813890219,0.244096219539642,0.441768974065781,0.162952736020088,0.0138454465195537,0.00269239512272179
"68",0.00406623724848032,0.0245578922331333,0.367173105478287,0.421500980854034,0.122956551611423,0.00904187746345997,0.00263868970796466
"69",0.00883904192596674,0.0215325951576233,0.0979383140802383,0.472162991762161,0.22967217862606,0.11303823441267,0.00383078912273049
"70",0.00330444425344467,0.0301821622997522,0.174436509609222,0.408527284860611,0.23422734439373,0.0157040245831013,0.0019315859535709
"71",0.00279874354600906,0.010839912109077,0.248106569051743,0.502198100090027,0.174714669585228,0.0163791310042143,0.00148007040843368
"72",0.00327197159640491,0.0162143912166357,0.260457277297974,0.517485320568085,0.165054991841316,0.0164763554930687,0.00173100968822837
"73",0.00452419696375728,0.0194803513586521,0.485337555408478,0.379336506128311,0.0792868733406067,0.00781793799251318,0.00354085583239794
